t,prey,pred
0.0,35.0,10.0
0.1,35.95919051542101,9.97575625148663
0.2,36.94657380023685,9.963201262810816
0.30000000000000004,37.961769653106245,9.962625901727622
0.4,39.00425438051133,9.974357999956656
0.5,40.07334333276212,9.998764539823373
0.6000000000000001,41.16817210783202,10.036253885055187
0.7000000000000001,42.28767640658184,10.087278029709738
0.8,43.43057054739196,10.152334829988412
0.9,44.59532467996367,10.231970172462663
1.0,45.78014077849169,10.326780018690936
1.1,46.982927545126174,10.437412249990077
1.2000000000000002,48.201274417339384,10.564568216905599
1.3,49.43242494928014,10.7090038753794
1.4000000000000001,50.67324992922719,10.871530365475637
1.5,51.920220704512644,11.053013858632438
1.6,53.16938331314991,11.254374465763489
1.7000000000000002,54.41633416869567,11.476583961398164
1.8,55.65619821155825,11.720662039045116
1.9000000000000001,56.88361062469453,11.987670771216484
2.0,58.09270341125425,12.27870690584634
2.1,59.277098340626324,12.594891591813031
2.2,60.42990797875646,12.93735709360896
2.3000000000000003,61.54374671587367,13.307230033800145
2.4000000000000004,62.61075387260571,13.705610698064659
2.5,63.62263108141965,14.133547959013104
2.6,64.57069617652222,14.592009430743634
2.7,65.44595574883004,15.081846566267727
2.8000000000000003,66.23919829646373,15.603754565056619
2.9000000000000004,66.94110948687488,16.158227177847195
3.0,67.54241040768511,16.745506788177114
3.1,68.03401879049689,17.36553051834769
3.2,68.40723203053425,18.017873548414016
3.3000000000000003,68.65392940267138,18.70169133776215
3.4000000000000004,68.76678922995316,19.415662975287155
3.5,68.73951497153816,20.15793841775407
3.6,68.56706238396795,20.92609285399548
3.7,68.24585823665063,21.717091790157028
3.8000000000000003,67.77399972841616,22.52727061560395
3.9000000000000004,67.15142297407574,23.352332308170222
4.0,66.38002891709623,24.18736651058532
4.1000000000000005,65.46375594402606,25.026892421192834
4.2,64.40859041711887,25.86492679298963
4.3,63.222509281674405,26.69507687436457
4.4,61.915352690310556,27.510656452520966
4.5,60.49862893125633,28.30482142238427
4.6000000000000005,58.985258455540574,29.07071967738806
4.7,57.389268009334984,29.801648789998993
4.800000000000001,55.72544933472061,30.491214085722905
4.9,54.00899921861213,31.133479433789645
5.0,52.2551585933262,31.723103430971307
5.1000000000000005,50.47886784565987,32.25545461305728
5.2,48.69445358110351,32.72670078676873
5.300000000000001,46.91535908464654,33.1338693699303
5.4,45.15392700110932,33.4748775637135
5.5,43.42123875627173,33.74853305972841
5.6000000000000005,41.72701136865517,33.954507634375254
5.7,40.079548902954606,34.093287277112225
5.800000000000001,38.48574312634831,34.166103368703546
5.9,36.95111606672728,34.174849857246315
6.0,35.47989614560132,34.12199140913236
6.1000000000000005,34.0751192884904,34.010467208730425
6.2,32.73874676414342,33.843594532868636
6.300000000000001,31.47179230505248,33.62497552680647
6.4,30.274452147528635,33.358409842806395
6.5,29.146232849154845,33.04781504153351
6.6000000000000005,28.086072972161084,32.6971559530358
6.7,27.092455873415897,32.31038358217771
6.800000000000001,26.16351185754021,31.891383640703314
6.9,25.297108799155264,31.443934398767453
7.0,24.49093101539963,30.971673267200167
7.1000000000000005,23.742546678139306,30.478071336078962
7.2,23.049464414186367,29.96641499018079
7.300000000000001,22.409179973925777,29.439793681361284
7.4,21.819213978198555,28.90109294625283
7.5,21.277141803411666,28.352991800878282
7.6000000000000005,20.78061665659073,27.79796370995448
7.7,20.327386843307753,27.23828040819266
7.800000000000001,19.915308156630424,26.676017936361276
7.9,19.542352225797234,26.11306434078863
8.0,19.206611567723424,25.55112856753632
8.1,18.90630198877185,24.99175015920344
8.200000000000001,18.639762892603418,24.436309431806954
8.3,18.405455964940415,23.886037870788144
8.4,18.201962629161326,23.342028538839855
8.5,18.027980598383017,22.80524633423455
8.6,17.882319790075528,22.276537977196977
8.700000000000001,17.763897817909392,21.756641634279035
8.8,17.671735231833868,21.246196117386337
8.9,17.60495064058027,20.74574961580843
9.0,17.56275582008478,20.25576793701936
9.1,17.544450885942602,19.776642245792132
9.200000000000001,17.54941958719305,19.308696301896553
9.3,17.577124761805212,18.85219320484473
9.4,17.627103980567817,18.40734166026441
9.5,17.698965395138476,17.97430178690668
9.600000000000001,17.79238379730112,17.553190486361878
9.700000000000001,17.907096889606713,17.14408639954365
9.8,18.042901762182776,16.747034475137845
9.9,18.19965156629714,16.36205017569173
10.0,18.377252372003294,15.989123346996834
10.100000000000001,18.575660194672608,15.628221776023215
10.200000000000001,18.794878173261033,15.279294461997303
10.3,19.034953881623295,14.94227462436201
10.4,19.295976752958918,14.617082470382305
10.5,19.578075596455914,14.303627744113141
10.600000000000001,19.88141618431046,14.001812077369848
10.700000000000001,20.206198886479502,13.711531162264441
10.8,20.552656329714708,13.43267676381804
10.9,20.921051056586386,13.165138590146945
11.0,21.311673159298564,12.908806036760078
11.100000000000001,21.72483786209139,12.663569820606941
11.200000000000001,22.160883024899185,12.42932351868309
11.3,22.62016653966132,12.205965025237074
11.4,23.103063589251626,11.993397940929492
11.5,23.60996373738655,11.791532906669769
11.600000000000001,24.141267816082706,11.600288894296996
11.700000000000001,24.69738457525356,11.419594465773036
11.8,25.27872705685988,11.249389012113529
11.9,25.88570865365981,11.089623982887929
12.0,26.518738810049033,10.940264116764194
12.100000000000001,27.17821831975107,10.801288683245946
12.200000000000001,27.864534172234233,10.67269274543624
12.3,28.57805389672432,10.554488453345787
12.4,29.319119349595063,10.44670637692432
12.5,30.088039887809217,10.349396887606954
12.600000000000001,30.88508486803063,10.26263159670266
12.700000000000001,31.7104754081328,10.186504858372663
12.8,32.56437534522385,10.121135344207588
12.9,33.446881322158056,10.066667695459358
13.0,34.35801193302071,10.023274257751016
13.100000000000001,35.297695857518804,9.99115690149525
13.200000000000001,36.265758914910485,9.970548929204817
13.3,37.2619099704616,9.961717068260924
13.4,38.285725631914865,9.964963544383165
13.5,39.336633680686354,9.980628226856833
13.600000000000001,40.41389519317032,10.009090831333175
13.700000000000001,41.516585322474754,10.050773159509264
13.8,42.64357273111107,10.1061413469694
13.9,43.79349769176257,10.175708080651582
14.0,44.964748907565316,10.260034735484112
14.100000000000001,46.155439146821344,10.359733365389275
14.200000000000001,47.36337984134788,10.475468466731092
14.3,48.58605486448675,10.607958412054407
14.4,49.82059378595461,10.757976428315326
14.5,51.06374499797601,10.926350966498957
14.600000000000001,52.31184922210652,11.113965278440746
14.700000000000001,53.56081404005371,11.321755981886742
14.8,54.806090245234515,11.550710356705583
14.9,56.04265098436704,11.801862074465662
15.0,57.26497484823486,12.076285021628468
15.100000000000001,58.46703427402504,12.375084835416853
15.200000000000001,59.6422908318116,12.699387733936252
15.3,60.783699174929055,13.050326192402249
15.4,61.88372162411789,13.429021000684969
15.5,62.934355509568746,13.83655924055219
15.600000000000001,63.927175489193154,14.273967752139427
15.700000000000001,64.85339306606907,14.742181727735087
15.8,65.70393540867614,15.242008187251626
15.9,66.46954529651457,15.774084264185188
16.0,67.14090353260869,16.338830472797234
16.1,67.7087744484013,16.93639944327047
16.2,68.1641741502168,17.566621003340977
16.3,68.49855991114471,18.22894494651395
16.400000000000002,68.7040376143818,18.92238334232721
16.5,68.77358245391794,19.645454784485583
16.6,68.70126628669676,20.396133495164246
16.7,68.48248324173088,21.17180665154557
16.8,68.11416360222846,21.969243605635796
16.900000000000002,67.59496479353602,22.78458075708244
17.0,66.92542775042655,23.61332564122034
17.1,66.10808720174158,24.450383256608976
17.2,65.14752564522264,25.290106752373866
17.3,64.05036304780143,26.126373341237965
17.400000000000002,62.82517753480996,26.952684763986955
17.5,61.48235632928203,27.762289920516995
17.6,60.0338806452162,28.548325559442734
17.7,58.4930527042784,29.303969365545964
17.8,56.87417706756354,30.0225985852177
17.900000000000002,55.192211609766865,30.697946638986377
18.0,53.46240536236684,31.324250086650043
18.1,51.69994091470805,31.89637886030776
18.2,49.919598067851084,32.40994380995737
18.3,48.13545314710471,32.86137718987791
18.400000000000002,46.360625105621025,33.24798357502658
18.5,44.60707569738445,33.56796063539366
18.6,42.88546699504195,33.820391020001416
18.7,41.20507577243639,34.00520815144321
18.8,39.57376107524142,34.12313989761622
18.900000000000002,37.99797886556752,34.175634818361054
19.0,36.482836030099236,34.16477598457211
19.1,35.03217526411103,34.09318728368655
19.200000000000003,33.64868228441548,33.96393673550118
19.3,32.33400733314609,33.78044073717558
19.400000000000002,31.088893842236473,33.54637242751326
19.5,29.91330827125501,33.265576589697
19.6,28.806566365986185,32.94199276399017
19.700000000000003,27.767452299337542,32.57958756431618
19.8,26.794328270353287,32.18229661379162
19.900000000000002,25.885233102851558,31.753976047219076
20.0,25.037969180042353,31.298363173960386
20.1,24.250177672912294,30.81904564458929
20.200000000000003,23.5194024794059,30.319438306053076
20.3,22.843143607999437,29.80276684702901
20.400000000000002,22.21890093656695,29.272057311578724
20.5,21.644209379595576,28.730130579892148
20.6,21.116666526508126,28.17960096649335
20.700000000000003,20.633953791124508,27.622878157574092
20.8,20.193852053948554,27.062171791213544
20.900000000000002,19.794252698506735,26.499498070347677
21.0,19.433164850800598,25.93668788355141
21.1,19.108719534759473,25.37539598963411
21.200000000000003,18.819171361816235,24.817110896618054
21.3,18.562898282973844,24.263165132721987
21.400000000000002,18.338399849170145,23.71474566606815
21.5,18.144294351515473,23.172904281028476
21.6,17.979315147449515,22.638567762811984
21.700000000000003,17.842306421899938,22.11254777866072
21.8,17.732218583651367,21.59555037456178
21.900000000000002,17.648103455678108,21.08818503143267
22.0,17.589109383389776,20.590973245021807
22.1,17.55447635578966,20.104356609973046
22.200000000000003,17.54353121067407,19.628704401263274
22.3,17.555682975476735,19.16432065610183
22.400000000000002,17.590418379518898,18.711450766877668
22.5,17.647297560667333,18.27028760128752
22.6,17.725949979204856,17.840977169745454
22.700000000000003,17.82607054362729,17.423623862874962
22.8,17.947415946707302,17.01829528358161
22.900000000000002,18.089801205178286,16.6250266991158
23.0,18.253096392511186,16.24382513884154
23.1,18.437223551250458,15.874673163275412
23.200000000000003,18.64215376904703,15.51753232946961
23.3,18.867904400715204,15.172346377080416
23.400000000000002,19.114536417213177,14.839044158565422
23.5,19.382151861293657,14.517542335950134
23.6,19.67089138860131,14.207747865544908
23.700000000000003,19.980931872133414,13.909560290913499
23.8,20.312484047168105,13.622873863322996
23.900000000000002,20.66579017295041,13.3475795078628
24.0,21.041121686569063,13.083566652423086
24.1,21.438776823521952,12.830724935781824
24.200000000000003,21.859078178426945,12.58894581017128
24.3,22.302370178164217,12.358124052884238
24.400000000000002,22.769016438416372,12.13815920073905
24.5,23.259396973087917,11.928956920550917
24.6,23.773905224423434,11.73043032815277
24.700000000000003,24.312944879794827,11.542501267969573
24.8,24.87692643908633,11.36510156466978
24.900000000000002,25.4662634943698,11.198174257991164
25.0,26.081368681134695,11.041674831456938
25.1,26.722649257724918,10.895572445352606
25.200000000000003,27.390502266853986,10.759851184012243
25.3,28.085309230143412,10.634511327150303
25.400000000000002,28.807430323591806,10.519570654654007
25.5,29.55719797878083,10.415065793900132
25.6,30.334909851523584,10.321053618252312
25.700000000000003,31.140821096645446,10.237612704898636
25.8,31.975135884767823,10.16484485956513
25.900000000000002,32.83799809448261,10.102876714841127
26.0,33.72948111133941,10.051861407819546
26.1,34.649576663844606,10.011980341418829
26.200000000000003,35.59818262647201,9.983445032029296
26.3,36.575089720857456,9.966499043913759
26.400000000000002,37.57996704931952,9.961420007969657
26.5,38.612346400133866,9.96852171888464
26.6,39.671605272213554,9.988156300221219
26.700000000000003,40.75694857875775,10.02071642135281
26.8,41.867389005908535,10.066637543217325
26.900000000000002,43.00172602453277,10.126400161298685
27.0,44.15852358211555,10.200532003803984
27.1,45.336086538772435,10.289610130360078
27.200000000000003,46.532435958078715,10.3942628613732
27.3,47.74528342143716,10.51517145013576
27.400000000000002,48.97200460582656,10.653071388494
27.5,50.20961245079403,10.808753212117615
27.6,51.4547303432068,10.983062642929896
27.700000000000003,52.70356586907307,11.176899873997392
27.8,53.95188582174052,11.391217766294195
27.900000000000002,55.1949933153107,11.62701868772045
28.0,56.42770803036714,11.885349683487602
28.1,57.64435081369006,12.16729562500419
28.200000000000003,58.83873405990545,12.473969944002839
28.3,60.0041595134931,12.806502523107806
28.400000000000002,61.13342533313497,13.166024287781866
28.5,62.218844441540575,13.553648033368404
28.6,63.252276322160526,13.970445031943923
28.700000000000003,64.22517449373788,14.41741700550561
28.8,65.12865186329913,14.89546313440806
28.900000000000002,65.95356599231546,15.40534190337876
29.0,66.69062597107467,15.947627782123215
29.1,67.33052204499538,16.52266300216759
29.200000000000003,67.86407834110105,17.130505031474158
29.3,68.28242798211875,17.770870763078147
29.400000000000002,68.57720854797618,18.443078914739967
29.5,68.74077427602003,19.14599266354526
29.6,68.76641964431981,19.87796507943247
29.700000000000003,68.64860716134625,20.63679042740375
29.8,68.38319043842841,21.419664818901047
29.900000000000002,67.96762213605696,22.22315993793946
30.0,67.40113536425433,23.04321357358017
30.1,66.68488679651276,23.875140390832016
30.200000000000003,65.82205031326642,24.713665720385357
30.3,64.81785154684911,25.552984129863667
30.400000000000002,63.67953627798765,26.38684318586538
30.5,62.41626913085682,27.208651207823085
30.6,61.03896319131463,28.011606081562974
30.700000000000003,59.56004567156349,28.788840510473616
30.8,57.993169121550224,29.533577621424136
30.900000000000002,56.35288147624517,30.23928978823922
31.0,54.654271007544885,30.89985302745116
31.1,52.91260371163108,31.509689437033835
31.200000000000003,51.14297066154163,32.06389088977554
31.3,49.359961429393934,32.55831848113862
31.400000000000002,47.57737704597023,32.98967392270881
31.5,45.80799246369671,33.35554097945876
31.6,44.063374542390164,33.65439697134249
31.700000000000003,42.35375761235154,33.88559611244248
31.8,40.687975060489634,34.0493278989176
31.900000000000002,39.07344241077173,34.14655478925602
32.0,37.51618519299509,34.178934013472976
32.1,36.02090356107115,34.14872852066186
32.2,34.591065083695604,34.0587118853447
32.300000000000004,33.22901726669373,33.91207152558682
32.4,31.93611201869712,33.712313932431435
32.5,30.712835270328732,33.46317486012776
32.6,29.558936142755545,33.168536656820336
32.7,28.473551300307363,32.83235418551876
32.800000000000004,27.45532131171389,32.45859013624544
